,ID,ROW_ID,PURCHASING_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,VENDOR_CODE,VENDOR_NAME,NET_PRICE,CURRENCY
532,.1~533,533,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
533,.1~534,534,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
534,.1~535,535,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.63,EUR
535,.1~536,536,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.22,EUR
536,.1~537,537,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.07,EUR
537,.1~538,538,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.38,EUR
538,.1~539,539,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.89,EUR
539,.1~540,540,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
540,.1~541,541,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
541,.1~542,542,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
542,.1~543,543,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
543,.1~544,544,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
544,.1~545,545,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.63,EUR
545,.1~546,546,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.22,EUR
546,.1~547,547,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.07,EUR
547,.1~548,548,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.38,EUR
548,.1~549,549,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.89,EUR
549,.1~550,550,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
550,.1~551,551,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
551,.1~552,552,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
552,.1~553,553,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
553,.1~554,554,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
554,.1~555,555,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.75,EUR
555,.1~556,556,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.25,EUR
556,.1~557,557,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.29,EUR
557,.1~558,558,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.26,EUR
558,.1~559,559,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.83,EUR
559,.1~560,560,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.59,EUR
560,.1~561,561,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
561,.1~562,562,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
562,.1~563,563,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
563,.1~564,564,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
564,.1~565,565,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.75,EUR
565,.1~566,566,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.25,EUR
566,.1~567,567,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.29,EUR
567,.1~568,568,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.26,EUR
568,.1~569,569,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.83,EUR
569,.1~570,570,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.59,EUR
570,.1~571,571,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
571,.1~572,572,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
572,.1~573,573,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
573,.1~574,574,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
574,.1~575,575,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.75,EUR
575,.1~576,576,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.25,EUR
576,.1~577,577,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.29,EUR
577,.1~578,578,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.26,EUR
578,.1~579,579,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.83,EUR
579,.1~580,580,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.59,EUR
580,.1~581,581,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
581,.1~582,582,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
582,.1~583,583,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
583,.1~584,584,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
584,.1~585,585,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.75,EUR
585,.1~586,586,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.25,EUR
586,.1~587,587,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.29,EUR
587,.1~588,588,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.26,EUR
588,.1~589,589,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.83,EUR
589,.1~590,590,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.59,EUR
590,.1~591,591,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
591,.1~592,592,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
592,.1~593,593,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
593,.1~594,594,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
594,.1~595,595,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.75,EUR
595,.1~596,596,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.25,EUR
596,.1~597,597,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.29,EUR
597,.1~598,598,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.26,EUR
598,.1~599,599,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.83,EUR
599,.1~600,600,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.59,EUR
600,.1~601,601,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
601,.1~602,602,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
602,.1~603,603,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
603,.1~604,604,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
604,.1~605,605,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.86,EUR
605,.1~606,606,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.39,EUR
606,.1~607,607,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
607,.1~608,608,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.17,EUR
608,.1~609,609,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.93,EUR
609,.1~610,610,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.57,EUR
610,.1~611,611,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
611,.1~612,612,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
612,.1~613,613,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
613,.1~614,614,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
614,.1~615,615,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.86,EUR
615,.1~616,616,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.39,EUR
616,.1~617,617,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
617,.1~618,618,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.17,EUR
618,.1~619,619,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.93,EUR
619,.1~620,620,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.57,EUR
620,.1~621,621,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
621,.1~622,622,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
622,.1~623,623,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
623,.1~624,624,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
624,.1~625,625,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.86,EUR
625,.1~626,626,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.39,EUR
626,.1~627,627,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
627,.1~628,628,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.17,EUR
628,.1~629,629,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.93,EUR
629,.1~630,630,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.57,EUR
630,.1~631,631,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
631,.1~632,632,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
632,.1~633,633,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
633,.1~634,634,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
634,.1~635,635,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.86,EUR
635,.1~636,636,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.39,EUR
636,.1~637,637,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
637,.1~638,638,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.17,EUR
638,.1~639,639,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.93,EUR
639,.1~640,640,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.57,EUR
640,.1~641,641,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
641,.1~642,642,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
642,.1~643,643,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
643,.1~644,644,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
644,.1~645,645,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.86,EUR
645,.1~646,646,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.39,EUR
646,.1~647,647,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
647,.1~648,648,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.17,EUR
648,.1~649,649,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.93,EUR
649,.1~650,650,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.57,EUR
650,.1~651,651,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
651,.1~652,652,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
652,.1~653,653,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
653,.1~654,654,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
654,.1~655,655,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.92,EUR
655,.1~656,656,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.52,EUR
656,.1~657,657,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.43,EUR
657,.1~658,658,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.05,EUR
658,.1~659,659,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.04,EUR
659,.1~660,660,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
660,.1~661,661,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
661,.1~662,662,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
662,.1~663,663,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
663,.1~664,664,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
664,.1~665,665,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.92,EUR
665,.1~666,666,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.52,EUR
666,.1~667,667,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.43,EUR
667,.1~668,668,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.05,EUR
668,.1~669,669,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.04,EUR
669,.1~670,670,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
670,.1~671,671,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
671,.1~672,672,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
672,.1~673,673,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
673,.1~674,674,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
674,.1~675,675,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.92,EUR
675,.1~676,676,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.52,EUR
676,.1~677,677,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.43,EUR
677,.1~678,678,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.05,EUR
678,.1~679,679,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.04,EUR
679,.1~680,680,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
680,.1~681,681,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
681,.1~682,682,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
682,.1~683,683,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
683,.1~684,684,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
684,.1~685,685,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.92,EUR
685,.1~686,686,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.52,EUR
686,.1~687,687,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.43,EUR
687,.1~688,688,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.05,EUR
688,.1~689,689,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.04,EUR
689,.1~690,690,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
690,.1~691,691,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
691,.1~692,692,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
692,.1~693,693,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
693,.1~694,694,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
694,.1~695,695,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.92,EUR
695,.1~696,696,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.52,EUR
696,.1~697,697,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.43,EUR
697,.1~698,698,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.05,EUR
698,.1~699,699,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.04,EUR
699,.1~700,700,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
700,.1~701,701,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
701,.1~702,702,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
702,.1~703,703,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
703,.1~704,704,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
704,.1~705,705,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.02,EUR
705,.1~706,706,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.57,EUR
706,.1~707,707,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.37,EUR
707,.1~708,708,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.00,EUR
708,.1~709,709,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.10,EUR
709,.1~710,710,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.64,EUR
